Zone,Station,Distance,TrainName,TrainType,Direction,TimeString,Time
2,Millbrae,13.7,151,Local,Northbound,2:20pm,860
1,San Bruno,11.6,151,Local,Northbound,2:25pm,865
1,So. San Francisco,9.3,151,Local,Northbound,2:29pm,869
1,Bayshore,5.2,151,Local,Northbound,2:35pm,875
1,22nd Street,1.9,151,Local,Northbound,2:41pm,881
1,San Francisco,0.2,151,Local,Northbound,2:48pm,888
4,San Jose Diridon,47.5,155,Local,Northbound,2:13pm,853
4,Santa Clara,44.7,155,Local,Northbound,2:18pm,858
4,Lawrence,40.8,155,Local,Northbound,2:24pm,864
3,Sunnyvale,38.8,155,Local,Northbound,2:28pm,868
3,Mountain View,36.1,155,Local,Northbound,2:33pm,873
3,San Antonio,34.1,155,Local,Northbound,2:37pm,877
3,California Ave,31.8,155,Local,Northbound,2:41pm,881
3,Palo Alto,30.1,155,Local,Northbound,2:46pm,886
3,Menlo Park,28.9,155,Local,Northbound,2:49pm,889
2,Redwood City,25.4,155,Local,Northbound,2:55pm,895
2,San Carlos,23.2,155,Local,Northbound,2:59pm,899
2,Belmont,21.9,155,Local,Northbound,3:03pm,903
2,Hillsdale,20.3,155,Local,Northbound,3:06pm,906
2,Hayward Park,19.1,155,Local,Northbound,3:09pm,909
2,San Mateo,17.9,155,Local,Northbound,3:12pm,912
2,Burlingame,16.3,155,Local,Northbound,3:15pm,915
2,Millbrae,13.7,155,Local,Northbound,3:20pm,920
1,San Bruno,11.6,155,Local,Northbound,3:25pm,925
1,So. San Francisco,9.3,155,Local,Northbound,3:29pm,929
1,Bayshore,5.2,155,Local,Northbound,3:35pm,935
1,22nd Street,1.9,155,Local,Northbound,3:41pm,941
1,San Francisco,0.2,155,Local,Northbound,3:48pm,948
4,Tamien,49.1,257,Limited-stop,Northbound,2:16pm,856
4,San Jose Diridon,47.5,257,Limited-stop,Northbound,2:24pm,864
4,Santa Clara,44.7,257,Limited-stop,Northbound,2:29pm,869
4,Lawrence,40.8,257,Limited-stop,Northbound,2:34pm,874
3,Sunnyvale,38.8,257,Limited-stop,Northbound,2:39pm,879
3,Mountain View,36.1,257,Limited-stop,Northbound,2:44pm,884
3,San Antonio,34.1,257,Limited-stop,Northbound,2:47pm,887
3,California Ave,31.8,257,Limited-stop,Northbound,2:52pm,892
3,Palo Alto,30.1,257,Limited-stop,Northbound,2:56pm,896
3,Menlo Park,28.9,257,Limited-stop,Northbound,2:59pm,899
2,Redwood City,25.4,257,Limited-stop,Northbound,3:05pm,905
2,San Carlos,23.2,257,Limited-stop,Northbound,3:09pm,909
2,Belmont,21.9,257,Limited-stop,Northbound,3:13pm,913
2,Hillsdale,20.3,257,Limited-stop,Northbound,3:16pm,916
2,San Mateo,17.9,257,Limited-stop,Northbound,3:21pm,921
2,Burlingame,16.3,257,Limited-stop,Northbound,3:24pm,924
2,Millbrae,13.7,257,Limited-stop,Northbound,3:29pm,929
1,San Bruno,11.6,257,Limited-stop,Northbound,3:33pm,933
1,San Francisco,0.2,257,Limited-stop,Northbound,3:50pm,950
4,San Jose Diridon,47.5,159,Local,Northbound,3:13pm,913
4,College Park,46.3,159,Local,Northbound,3:16pm,916
4,Santa Clara,44.7,159,Local,Northbound,3:20pm,920
4,Lawrence,40.8,159,Local,Northbound,3:25pm,925
3,Sunnyvale,38.8,159,Local,Northbound,3:30pm,930
3,Mountain View,36.1,159,Local,Northbound,3:35pm,935
3,San Antonio,34.1,159,Local,Northbound,3:39pm,939
3,California Ave,31.8,159,Local,Northbound,3:43pm,943
3,Palo Alto,30.1,159,Local,Northbound,3:47pm,947
3,Menlo Park,28.9,159,Local,Northbound,3:51pm,951
2,Redwood City,25.4,159,Local,Northbound,3:56pm,956
2,San Carlos,23.2,159,Local,Northbound,4:01pm,961
2,Belmont,21.9,159,Local,Northbound,4:04pm,964
2,Hillsdale,20.3,159,Local,Northbound,4:08pm,968
2,Hayward Park,19.1,159,Local,Northbound,4:11pm,971
2,San Mateo,17.9,159,Local,Northbound,4:15pm,975
2,Burlingame,16.3,159,Local,Northbound,4:18pm,978
2,Millbrae,13.7,159,Local,Northbound,4:23pm,983
1,San Bruno,11.6,159,Local,Northbound,4:28pm,988
1,So. San Francisco,9.3,159,Local,Northbound,4:32pm,992
1,Bayshore,5.2,159,Local,Northbound,4:38pm,998
1,22nd Street,1.9,159,Local,Northbound,4:44pm,1004
1,San Francisco,0.2,159,Local,Northbound,4:50pm,1010
4,Tamien,49.1,261,Limited-stop,Northbound,3:32pm,932
4,San Jose Diridon,47.5,261,Limited-stop,Northbound,3:40pm,940
4,Santa Clara,44.7,261,Limited-stop,Northbound,3:45pm,945
4,Lawrence,40.8,261,Limited-stop,Northbound,3:50pm,950
3,Sunnyvale,38.8,261,Limited-stop,Northbound,3:57pm,957
3,Mountain View,36.1,261,Limited-stop,Northbound,4:02pm,962
3,San Antonio,34.1,261,Limited-stop,Northbound,4:06pm,966
3,California Ave,31.8,261,Limited-stop,Northbound,4:11pm,971
3,Palo Alto,30.1,261,Limited-stop,Northbound,4:15pm,975
3,Menlo Park,28.9,261,Limited-stop,Northbound,4:19pm,979
2,Redwood City,25.4,261,Limited-stop,Northbound,4:24pm,984
2,San Carlos,23.2,261,Limited-stop,Northbound,4:29pm,989
2,San Mateo,17.9,261,Limited-stop,Northbound,4:36pm,996
2,Millbrae,13.7,261,Limited-stop,Northbound,4:42pm,1002
1,22nd Street,1.9,261,Limited-stop,Northbound,4:56pm,1016
1,San Francisco,0.2,261,Limited-stop,Northbound,5:02pm,1022
4,San Jose Diridon,47.5,263,Limited-stop,Northbound,4:12pm,972
4,Santa Clara,44.7,263,Limited-stop,Northbound,4:18pm,978
3,Palo Alto,30.1,263,Limited-stop,Northbound,4:33pm,993
2,Redwood City,25.4,263,Limited-stop,Northbound,4:40pm,1000
2,San Carlos,23.2,263,Limited-stop,Northbound,4:44pm,1004
2,Belmont,21.9,263,Limited-stop,Northbound,4:47pm,1007
2,Hillsdale,20.3,263,Limited-stop,Northbound,4:51pm,1011
2,Hayward Park,19.1,263,Limited-stop,Northbound,4:54pm,1014
2,San Mateo,17.9,263,Limited-stop,Northbound,4:57pm,1017
2,Burlingame,16.3,263,Limited-stop,Northbound,5:01pm,1021
2,Millbrae,13.7,263,Limited-stop,Northbound,5:05pm,1025
1,San Bruno,11.6,263,Limited-stop,Northbound,5:10pm,1030
1,So. San Francisco,9.3,263,Limited-stop,Northbound,5:14pm,1034
1,Bayshore,5.2,263,Limited-stop,Northbound,5:21pm,1041
1,22nd Street,1.9,263,Limited-stop,Northbound,5:30pm,1050
1,San Francisco,0.2,263,Limited-stop,Northbound,5:36pm,1056
4,San Jose Diridon,47.5,365,Baby Bullet,Northbound,4:24pm,984
3,Mountain View,36.1,365,Baby Bullet,Northbound,4:36pm,996
3,Palo Alto,30.1,365,Baby Bullet,Northbound,4:44pm,1004
3,Menlo Park,28.9,365,Baby Bullet,Northbound,4:47pm,1007
2,Redwood City,25.4,365,Baby Bullet,Northbound,4:53pm,1013
2,Millbrae,13.7,365,Baby Bullet,Northbound,5:10pm,1030
1,22nd Street,1.9,365,Baby Bullet,Northbound,5:25pm,1045
1,San Francisco,0.2,365,Baby Bullet,Northbound,5:31pm,1051
4,San Jose Diridon,47.5,267,Limited-stop,Northbound,4:30pm,990
4,Lawrence,40.8,267,Limited-stop,Northbound,4:39pm,999
3,Mountain View,36.1,267,Limited-stop,Northbound,4:46pm,1006
3,Palo Alto,30.1,267,Limited-stop,Northbound,4:54pm,1014
3,Menlo Park,28.9,267,Limited-stop,Northbound,4:57pm,1017
2,San Carlos,23.2,267,Limited-stop,Northbound,5:05pm,1025
2,Hillsdale,20.3,267,Limited-stop,Northbound,5:09pm,1029
2,San Mateo,17.9,267,Limited-stop,Northbound,5:13pm,1033
2,Burlingame,16.3,267,Limited-stop,Northbound,5:17pm,1037
1,San Bruno,11.6,267,Limited-stop,Northbound,5:24pm,1044
1,22nd Street,1.9,267,Limited-stop,Northbound,5:35pm,1055
1,San Francisco,0.2,267,Limited-stop,Northbound,5:42pm,1062
4,Tamien,49.1,269,Limited-stop,Northbound,4:32pm,992
4,San Jose Diridon,47.5,269,Limited-stop,Northbound,4:40pm,1000
4,Santa Clara,44.7,269,Limited-stop,Northbound,4:46pm,1006
4,Lawrence,40.8,269,Limited-stop,Northbound,4:54pm,1014
3,Sunnyvale,38.8,269,Limited-stop,Northbound,5:00pm,1020
3,Mountain View,36.1,269,Limited-stop,Northbound,5:05pm,1025
3,San Antonio,34.1,269,Limited-stop,Northbound,5:09pm,1029
3,California Ave,31.8,269,Limited-stop,Northbound,5:14pm,1034
3,Palo Alto,30.1,269,Limited-stop,Northbound,5:20pm,1040
3,Menlo Park,28.9,269,Limited-stop,Northbound,5:23pm,1043
2,Redwood City,25.4,269,Limited-stop,Northbound,5:29pm,1049
2,San Carlos,23.2,269,Limited-stop,Northbound,5:33pm,1053
2,San Mateo,17.9,269,Limited-stop,Northbound,5:40pm,1060
2,Millbrae,13.7,269,Limited-stop,Northbound,5:48pm,1068
1,22nd Street,1.9,269,Limited-stop,Northbound,6:00pm,1080
1,San Francisco,0.2,269,Limited-stop,Northbound,6:06pm,1086
4,San Jose Diridon,47.5,371,Baby Bullet,Northbound,4:45pm,1005
3,Mountain View,36.1,371,Baby Bullet,Northbound,4:57pm,1017
3,Palo Alto,30.1,371,Baby Bullet,Northbound,5:05pm,1025
2,Redwood City,25.4,371,Baby Bullet,Northbound,5:11pm,1031
2,Hillsdale,20.3,371,Baby Bullet,Northbound,5:18pm,1038
2,Millbrae,13.7,371,Baby Bullet,Northbound,5:30pm,1050
1,22nd Street,1.9,371,Baby Bullet,Northbound,5:45pm,1065
1,San Francisco,0.2,371,Baby Bullet,Northbound,5:51pm,1071
4,San Jose Diridon,47.5,273,Limited-stop,Northbound,5:08pm,1028
4,Santa Clara,44.7,273,Limited-stop,Northbound,5:14pm,1034
3,Palo Alto,30.1,273,Limited-stop,Northbound,5:29pm,1049
2,Redwood City,25.4,273,Limited-stop,Northbound,5:36pm,1056
2,San Carlos,23.2,273,Limited-stop,Northbound,5:40pm,1060
2,Belmont,21.9,273,Limited-stop,Northbound,5:43pm,1063
2,Hillsdale,20.3,273,Limited-stop,Northbound,5:47pm,1067
2,Hayward Park,19.1,273,Limited-stop,Northbound,5:50pm,1070
2,San Mateo,17.9,273,Limited-stop,Northbound,5:53pm,1073
2,Burlingame,16.3,273,Limited-stop,Northbound,5:57pm,1077
2,Millbrae,13.7,273,Limited-stop,Northbound,6:01pm,1081
1,San Bruno,11.6,273,Limited-stop,Northbound,6:06pm,1086
1,So. San Francisco,9.3,273,Limited-stop,Northbound,6:10pm,1090
1,Bayshore,5.2,273,Limited-stop,Northbound,6:17pm,1097
1,22nd Street,1.9,273,Limited-stop,Northbound,6:26pm,1106
1,San Francisco,0.2,273,Limited-stop,Northbound,6:33pm,1113
4,San Jose Diridon,47.5,375,Baby Bullet,Northbound,5:20pm,1040
3,Mountain View,36.1,375,Baby Bullet,Northbound,5:32pm,1052
3,Palo Alto,30.1,375,Baby Bullet,Northbound,5:40pm,1060
3,Menlo Park,28.9,375,Baby Bullet,Northbound,5:43pm,1063
2,Redwood City,25.4,375,Baby Bullet,Northbound,5:49pm,1069
2,Millbrae,13.7,375,Baby Bullet,Northbound,6:06pm,1086
1,22nd Street,1.9,375,Baby Bullet,Northbound,6:21pm,1101
1,San Francisco,0.2,375,Baby Bullet,Northbound,6:27pm,1107
4,San Jose Diridon,47.5,277,Limited-stop,Northbound,5:30pm,1050
4,Lawrence,40.8,277,Limited-stop,Northbound,5:39pm,1059
3,Mountain View,36.1,277,Limited-stop,Northbound,5:46pm,1066
3,Palo Alto,30.1,277,Limited-stop,Northbound,5:54pm,1074
3,Menlo Park,28.9,277,Limited-stop,Northbound,5:57pm,1077
2,San Carlos,23.2,277,Limited-stop,Northbound,6:05pm,1085
2,Hillsdale,20.3,277,Limited-stop,Northbound,6:09pm,1089
2,San Mateo,17.9,277,Limited-stop,Northbound,6:13pm,1093
2,Burlingame,16.3,277,Limited-stop,Northbound,6:17pm,1097
1,San Bruno,11.6,277,Limited-stop,Northbound,6:24pm,1104
1,22nd Street,1.9,277,Limited-stop,Northbound,6:35pm,1115
1,San Francisco,0.2,277,Limited-stop,Northbound,6:42pm,1122
4,Tamien,49.1,279,Limited-stop,Northbound,5:32pm,1052
4,San Jose Diridon,47.5,279,Limited-stop,Northbound,5:40pm,1060
4,Santa Clara,44.7,279,Limited-stop,Northbound,5:46pm,1066
4,Lawrence,40.8,279,Limited-stop,Northbound,5:54pm,1074
3,Sunnyvale,38.8,279,Limited-stop,Northbound,6:00pm,1080
3,Mountain View,36.1,279,Limited-stop,Northbound,6:05pm,1085
3,San Antonio,34.1,279,Limited-stop,Northbound,6:09pm,1089
3,California Ave,31.8,279,Limited-stop,Northbound,6:14pm,1094
3,Palo Alto,30.1,279,Limited-stop,Northbound,6:20pm,1100
3,Menlo Park,28.9,279,Limited-stop,Northbound,6:23pm,1103
2,Redwood City,25.4,279,Limited-stop,Northbound,6:29pm,1109
2,San Carlos,23.2,279,Limited-stop,Northbound,6:33pm,1113
2,San Mateo,17.9,279,Limited-stop,Northbound,6:40pm,1120
2,Millbrae,13.7,279,Limited-stop,Northbound,6:48pm,1128
1,22nd Street,1.9,279,Limited-stop,Northbound,7:00pm,1140
1,San Francisco,0.2,279,Limited-stop,Northbound,7:06pm,1146
4,San Jose Diridon,47.5,381,Baby Bullet,Northbound,5:45pm,1065
3,Mountain View,36.1,381,Baby Bullet,Northbound,5:57pm,1077
3,Palo Alto,30.1,381,Baby Bullet,Northbound,6:05pm,1085
2,Redwood City,25.4,381,Baby Bullet,Northbound,6:11pm,1091
2,Hillsdale,20.3,381,Baby Bullet,Northbound,6:18pm,1098
2,Millbrae,13.7,381,Baby Bullet,Northbound,6:30pm,1110
1,22nd Street,1.9,381,Baby Bullet,Northbound,6:45pm,1125
1,San Francisco,0.2,381,Baby Bullet,Northbound,6:51pm,1131
4,San Jose Diridon,47.5,283,Limited-stop,Northbound,6:08pm,1088
4,Santa Clara,44.7,283,Limited-stop,Northbound,6:14pm,1094
3,Palo Alto,30.1,283,Limited-stop,Northbound,6:29pm,1109
2,Redwood City,25.4,283,Limited-stop,Northbound,6:36pm,1116
2,San Carlos,23.2,283,Limited-stop,Northbound,6:40pm,1120
2,Belmont,21.9,283,Limited-stop,Northbound,6:43pm,1123
2,Hillsdale,20.3,283,Limited-stop,Northbound,6:47pm,1127
2,Hayward Park,19.1,283,Limited-stop,Northbound,6:50pm,1130
2,San Mateo,17.9,283,Limited-stop,Northbound,6:53pm,1133
2,Burlingame,16.3,283,Limited-stop,Northbound,6:57pm,1137
2,Millbrae,13.7,283,Limited-stop,Northbound,7:01pm,1141
1,San Bruno,11.6,283,Limited-stop,Northbound,7:06pm,1146
1,So. San Francisco,9.3,283,Limited-stop,Northbound,7:10pm,1150
1,Bayshore,5.2,283,Limited-stop,Northbound,7:17pm,1157
1,22nd Street,1.9,283,Limited-stop,Northbound,7:26pm,1166
1,San Francisco,0.2,283,Limited-stop,Northbound,7:33pm,1173
4,San Jose Diridon,47.5,385,Baby Bullet,Northbound,6:20pm,1100
3,Mountain View,36.1,385,Baby Bullet,Northbound,6:32pm,1112
3,Palo Alto,30.1,385,Baby Bullet,Northbound,6:40pm,1120
3,Menlo Park,28.9,385,Baby Bullet,Northbound,6:43pm,1123
2,Redwood City,25.4,385,Baby Bullet,Northbound,6:49pm,1129
2,Millbrae,13.7,385,Baby Bullet,Northbound,7:06pm,1146
1,22nd Street,1.9,385,Baby Bullet,Northbound,7:21pm,1161
1,San Francisco,0.2,385,Baby Bullet,Northbound,7:27pm,1167
4,San Jose Diridon,47.5,287,Limited-stop,Northbound,6:35pm,1115
4,Lawrence,40.8,287,Limited-stop,Northbound,6:44pm,1124
3,Sunnyvale,38.8,287,Limited-stop,Northbound,6:48pm,1128
3,Mountain View,36.1,287,Limited-stop,Northbound,6:53pm,1133
3,Palo Alto,30.1,287,Limited-stop,Northbound,7:01pm,1141
3,Menlo Park,28.9,287,Limited-stop,Northbound,7:04pm,1144
2,San Carlos,23.2,287,Limited-stop,Northbound,7:12pm,1152
2,Hillsdale,20.3,287,Limited-stop,Northbound,7:16pm,1156
2,San Mateo,17.9,287,Limited-stop,Northbound,7:20pm,1160
2,Burlingame,16.3,287,Limited-stop,Northbound,7:24pm,1164
1,San Bruno,11.6,287,Limited-stop,Northbound,7:31pm,1171
1,22nd Street,1.9,287,Limited-stop,Northbound,7:42pm,1182
1,San Francisco,0.2,287,Limited-stop,Northbound,7:49pm,1189
4,Tamien,49.1,289,Limited-stop,Northbound,6:38pm,1118
4,San Jose Diridon,47.5,289,Limited-stop,Northbound,6:45pm,1125
4,Lawrence,40.8,289,Limited-stop,Northbound,6:53pm,1133
3,Mountain View,36.1,289,Limited-stop,Northbound,7:01pm,1141
3,California Ave,31.8,289,Limited-stop,Northbound,7:07pm,1147
3,Palo Alto,30.1,289,Limited-stop,Northbound,7:11pm,1151
3,Menlo Park,28.9,289,Limited-stop,Northbound,7:14pm,1154
2,Redwood City,25.4,289,Limited-stop,Northbound,7:20pm,1160
2,San Carlos,23.2,289,Limited-stop,Northbound,7:24pm,1164
2,Hillsdale,20.3,289,Limited-stop,Northbound,7:29pm,1169
2,San Mateo,17.9,289,Limited-stop,Northbound,7:33pm,1173
2,Burlingame,16.3,289,Limited-stop,Northbound,7:37pm,1177
2,Millbrae,13.7,289,Limited-stop,Northbound,7:41pm,1181
1,22nd Street,1.9,289,Limited-stop,Northbound,7:55pm,1195
1,San Francisco,0.2,289,Limited-stop,Northbound,8:02pm,1202
4,San Jose Diridon,47.5,191,Local,Northbound,7:07pm,1147
4,Santa Clara,44.7,191,Local,Northbound,7:12pm,1152
4,Lawrence,40.8,191,Local,Northbound,7:18pm,1158
3,Sunnyvale,38.8,191,Local,Northbound,7:22pm,1162
3,Mountain View,36.1,191,Local,Northbound,7:27pm,1167
3,San Antonio,34.1,191,Local,Northbound,7:31pm,1171
3,California Ave,31.8,191,Local,Northbound,7:35pm,1175
3,Palo Alto,30.1,191,Local,Northbound,7:40pm,1180
3,Menlo Park,28.9,191,Local,Northbound,7:43pm,1183
2,Redwood City,25.4,191,Local,Northbound,7:49pm,1189
2,San Carlos,23.2,191,Local,Northbound,7:53pm,1193
2,Belmont,21.9,191,Local,Northbound,7:57pm,1197
2,Hillsdale,20.3,191,Local,Northbound,8:00pm,1200
2,Hayward Park,19.1,191,Local,Northbound,8:03pm,1203
2,San Mateo,17.9,191,Local,Northbound,8:07pm,1207
2,Burlingame,16.3,191,Local,Northbound,8:10pm,1210
2,Millbrae,13.7,191,Local,Northbound,8:15pm,1215
1,San Bruno,11.6,191,Local,Northbound,8:20pm,1220
1,So. San Francisco,9.3,191,Local,Northbound,8:24pm,1224
1,Bayshore,5.2,191,Local,Northbound,8:30pm,1230
1,22nd Street,1.9,191,Local,Northbound,8:36pm,1236
1,San Francisco,0.2,191,Local,Northbound,8:42pm,1242
4,San Jose Diridon,47.5,193,Local,Northbound,7:45pm,1185
4,Santa Clara,44.7,193,Local,Northbound,7:50pm,1190
4,Lawrence,40.8,193,Local,Northbound,7:55pm,1195
3,Sunnyvale,38.8,193,Local,Northbound,8:00pm,1200
3,Mountain View,36.1,193,Local,Northbound,8:05pm,1205
3,San Antonio,34.1,193,Local,Northbound,8:08pm,1208
3,California Ave,31.8,193,Local,Northbound,8:13pm,1213
3,Palo Alto,30.1,193,Local,Northbound,8:17pm,1217
3,Menlo Park,28.9,193,Local,Northbound,8:20pm,1220
2,Redwood City,25.4,193,Local,Northbound,8:27pm,1227
2,San Carlos,23.2,193,Local,Northbound,8:31pm,1231
2,Belmont,21.9,193,Local,Northbound,8:35pm,1235
2,Hillsdale,20.3,193,Local,Northbound,8:38pm,1238
2,Hayward Park,19.1,193,Local,Northbound,8:41pm,1241
2,San Mateo,17.9,193,Local,Northbound,8:44pm,1244
2,Burlingame,16.3,193,Local,Northbound,8:48pm,1248
2,Millbrae,13.7,193,Local,Northbound,8:52pm,1252
1,San Bruno,11.6,193,Local,Northbound,8:57pm,1257
1,So. San Francisco,9.3,193,Local,Northbound,9:01pm,1261
1,Bayshore,5.2,193,Local,Northbound,9:07pm,1267
1,22nd Street,1.9,193,Local,Northbound,9:13pm,1273
1,San Francisco,0.2,193,Local,Northbound,9:20pm,1280
4,Tamien,49.1,195,Local,Northbound,8:37pm,1237
4,San Jose Diridon,47.5,195,Local,Northbound,8:45pm,1245
4,Santa Clara,44.7,195,Local,Northbound,8:50pm,1250
4,Lawrence,40.8,195,Local,Northbound,8:55pm,1255
3,Sunnyvale,38.8,195,Local,Northbound,9:00pm,1260
3,Mountain View,36.1,195,Local,Northbound,9:05pm,1265
3,San Antonio,34.1,195,Local,Northbound,9:08pm,1268
3,California Ave,31.8,195,Local,Northbound,9:13pm,1273
3,Palo Alto,30.1,195,Local,Northbound,9:17pm,1277
3,Menlo Park,28.9,195,Local,Northbound,9:20pm,1280
2,Redwood City,25.4,195,Local,Northbound,9:27pm,1287
2,San Carlos,23.2,195,Local,Northbound,9:31pm,1291
2,Belmont,21.9,195,Local,Northbound,9:35pm,1295
2,Hillsdale,20.3,195,Local,Northbound,9:38pm,1298
2,Hayward Park,19.1,195,Local,Northbound,9:41pm,1301
2,San Mateo,17.9,195,Local,Northbound,9:44pm,1304
2,Burlingame,16.3,195,Local,Northbound,9:48pm,1308
2,Millbrae,13.7,195,Local,Northbound,9:52pm,1312
1,San Bruno,11.6,195,Local,Northbound,9:57pm,1317
1,So. San Francisco,9.3,195,Local,Northbound,10:01pm,1321
1,Bayshore,5.2,195,Local,Northbound,10:07pm,1327
1,22nd Street,1.9,195,Local,Northbound,10:13pm,1333
1,San Francisco,0.2,195,Local,Northbound,10:20pm,1340
4,Tamien,49.1,197,Local,Northbound,9:37pm,1297
4,San Jose Diridon,47.5,197,Local,Northbound,9:45pm,1305
4,Santa Clara,44.7,197,Local,Northbound,9:50pm,1310
4,Lawrence,40.8,197,Local,Northbound,9:55pm,1315
3,Sunnyvale,38.8,197,Local,Northbound,10:00pm,1320
3,Mountain View,36.1,197,Local,Northbound,10:05pm,1325
3,San Antonio,34.1,197,Local,Northbound,10:08pm,1328
3,California Ave,31.8,197,Local,Northbound,10:13pm,1333
3,Palo Alto,30.1,197,Local,Northbound,10:17pm,1337
3,Menlo Park,28.9,197,Local,Northbound,10:20pm,1340
2,Redwood City,25.4,197,Local,Northbound,10:27pm,1347
2,San Carlos,23.2,197,Local,Northbound,10:31pm,1351
2,Belmont,21.9,197,Local,Northbound,10:35pm,1355
2,Hillsdale,20.3,197,Local,Northbound,10:38pm,1358
2,Hayward Park,19.1,197,Local,Northbound,10:41pm,1361
2,San Mateo,17.9,197,Local,Northbound,10:44pm,1364
2,Burlingame,16.3,197,Local,Northbound,10:48pm,1368
2,Millbrae,13.7,197,Local,Northbound,10:52pm,1372
1,San Bruno,11.6,197,Local,Northbound,10:57pm,1377
1,So. San Francisco,9.3,197,Local,Northbound,11:01pm,1381
1,Bayshore,5.2,197,Local,Northbound,11:07pm,1387
1,22nd Street,1.9,197,Local,Northbound,11:13pm,1393
1,San Francisco,0.2,197,Local,Northbound,11:20pm,1400
4,San Jose Diridon,47.5,*199,Local,Northbound,10:30pm,1350
4,Santa Clara,44.7,*199,Local,Northbound,10:35pm,1355
4,Lawrence,40.8,*199,Local,Northbound,10:40pm,1360
3,Sunnyvale,38.8,*199,Local,Northbound,10:45pm,1365
3,Mountain View,36.1,*199,Local,Northbound,10:50pm,1370
3,San Antonio,34.1,*199,Local,Northbound,10:54pm,1374
3,California Ave,31.8,*199,Local,Northbound,10:59pm,1379
3,Palo Alto,30.1,*199,Local,Northbound,11:04pm,1384
3,Menlo Park,28.9,*199,Local,Northbound,11:07pm,1387
2,Redwood City,25.4,*199,Local,Northbound,11:13pm,1393
2,San Carlos,23.2,*199,Local,Northbound,11:17pm,1397
2,Belmont,21.9,*199,Local,Northbound,11:21pm,1401
2,Hillsdale,20.3,*199,Local,Northbound,11:24pm,1404
2,Hayward Park,19.1,*199,Local,Northbound,11:27pm,1407
2,San Mateo,17.9,*199,Local,Northbound,11:30pm,1410
2,Burlingame,16.3,*199,Local,Northbound,11:34pm,1414
2,Millbrae,13.7,*199,Local,Northbound,11:38pm,1418
1,San Bruno,11.6,*199,Local,Northbound,11:42pm,1422
1,So. San Francisco,9.3,*199,Local,Northbound,11:46pm,1426
1,Bayshore,5.2,*199,Local,Northbound,11:52pm,1432
1,22nd Street,1.9,*199,Local,Northbound,11:58pm,1438
